Price_Period,Town,Super,Diesel,Kerosene,lat,lon
15-Apr-2022 - 14-May-2022,Kacheliba,146.42,127.62,115.57,1.4825513,35.0110798
15-Apr-2022 - 14-May-2022,Kiwawa,147.04,128.22,116.18,2.01645,35.02629
15-Apr-2022 - 14-May-2022,Ortum,146.62,127.81,115.76,1.44038,35.35629
15-Apr-2022 - 14-May-2022,Kachibora,145.42,126.6,114.56,0.9835852,35.2233351
15-Apr-2022 - 14-May-2022,Kwanza,146.13,127.32,115.28,1.13731975,34.98917060972386
15-Apr-2022 - 14-May-2022,Kaplamai,145.44,126.64,114.58,1.0221061,35.1220277
15-Apr-2022 - 14-May-2022,Eldama Ravine,145.86,127.05,115.01,-0.019849650000000003,35.733089748590004
15-Apr-2022 - 14-May-2022,Tenges,146.0,127.19,115.15,0.3102903,35.801198
15-Apr-2022 - 14-May-2022,Barwessa,146.12,127.31,115.25,0.7283898,35.715813013817346
15-Apr-2022 - 14-May-2022,Kipsaraman,147.02,128.21,116.16,0.7434383,35.8365141
15-Apr-2022 - 14-May-2022,Loruk,146.89,128.08,116.03,0.712903,36.031113
15-Apr-2022 - 14-May-2022,Kabartonjo,145.86,127.05,115.01,0.6301913,35.7957509
15-Apr-2022 - 14-May-2022,Tinderet,145.93,127.11,115.07,-0.018253600000000002,35.26542912550388
15-Apr-2022 - 14-May-2022,O'lessos,145.09,126.28,114.24,0.2157555,35.3002342
15-Apr-2022 - 14-May-2022,Kobujoi,145.49,126.69,114.64,0.0613017,34.9784593
15-Apr-2022 - 14-May-2022,Serem,145.57,126.77,114.71,0.0779324,34.8555317
15-Apr-2022 - 14-May-2022,Kabiyet,145.03,126.22,114.17,0.4,35.0833
15-Apr-2022 - 14-May-2022,Cheptulu,145.45,126.65,114.6,0.1295128,34.8645972
15-Apr-2022 - 14-May-2022,Kapcherop,145.63,126.83,114.78,1.0393684,35.3210804
15-Apr-2022 - 14-May-2022,Arror,145.97,127.17,115.11,0.9552611,35.6117425
15-Apr-2022 - 14-May-2022,Tot,146.18,127.37,115.32,1.2038986,35.6575054
15-Apr-2022 - 14-May-2022,Kaptarakwa,145.22,126.41,114.37,0.4666,35.5333
15-Apr-2022 - 14-May-2022,Kapese,148.17,129.36,117.32,2.3685347500000002,35.716532212964935
15-Apr-2022 - 14-May-2022,Kalemngorok,147.57,128.75,116.71,2.1362715,35.4972562
15-Apr-2022 - 14-May-2022,Marich,146.54,127.74,115.69,1.5449,35.45631
15-Apr-2022 - 14-May-2022,Alale,147.04,128.22,116.18,2.2710437,35.0078072
15-Apr-2022 - 14-May-2022,Kunyao,146.69,127.89,115.84,1.7833,35.05
15-Apr-2022 - 14-May-2022,Orolwo,146.32,127.51,115.47,1.59445,34.99158
15-Apr-2022 - 14-May-2022,Sebit,146.27,127.46,115.42,1.3944978,35.3379062
15-Apr-2022 - 14-May-2022,Morpus,146.18,127.37,115.32,1.38982,35.27388
15-Apr-2022 - 14-May-2022,Kaibichbich,146.01,127.2,115.16,1.16989,35.32389
15-Apr-2022 - 14-May-2022,Keringet,145.74,126.93,114.89,-0.4272124,35.689954
15-Apr-2022 - 14-May-2022,Kisumu,145.03,126.2,114.16,-0.1029109,34.7541761
15-Apr-2022 - 14-May-2022,Sondu,145.14,126.3,114.27,-0.4616812,35.125814
15-Apr-2022 - 14-May-2022,Oyugis,145.61,126.79,114.75,-0.509908,34.734576
15-Apr-2022 - 14-May-2022,Kakamega,145.08,126.25,114.22,0.4957104,34.801548861634615
15-Apr-2022 - 14-May-2022,Mumias,145.35,126.53,114.49,0.3361103,34.4895368
15-Apr-2022 - 14-May-2022,Bondo,145.25,126.41,114.38,-0.10061809999999999,34.22530233497095
15-Apr-2022 - 14-May-2022,Siaya,145.36,126.54,114.5,-0.06040135,34.200135009996295
15-Apr-2022 - 14-May-2022,Kericho,145.54,126.71,114.67,-0.3666,35.2833
15-Apr-2022 - 14-May-2022,Nyamira,145.6,126.78,114.74,-0.65179075,34.9341669745598
15-Apr-2022 - 14-May-2022,Kisii,145.91,127.08,115.05,-0.73894255,34.75398551201732
15-Apr-2022 - 14-May-2022,Sotik,145.74,126.92,114.88,-0.76756355,35.145247266937886
15-Apr-2022 - 14-May-2022,Keroka,145.93,127.1,115.06,-0.4853057,36.0526532
15-Apr-2022 - 14-May-2022,Busia,145.9,127.07,115.04,0.3712048,34.26479520608315
15-Apr-2022 - 14-May-2022,Homabay,145.85,127.02,114.98,-0.6946322,34.5457839
15-Apr-2022 - 14-May-2022,Migori,146.7,127.87,115.84,-1.0211616000000001,34.30964322421073
15-Apr-2022 - 14-May-2022,Isebania,146.98,128.16,116.12,-1.2376692,34.480132858535335
15-Apr-2022 - 14-May-2022,Bomet,146.14,127.32,115.28,-0.7196054000000001,35.239962497045674
15-Apr-2022 - 14-May-2022,Muhoroni,145.27,126.43,114.4,-0.1272987,35.079651915343035
15-Apr-2022 - 14-May-2022,Mbita,145.84,127.0,114.97,-0.4997824,34.31430780354924
15-Apr-2022 - 14-May-2022,Mbale,145.03,126.2,114.16,0.083501,34.7203265
15-Apr-2022 - 14-May-2022,Etago,146.49,127.65,115.62,-0.90476845,34.65297690573618
15-Apr-2022 - 14-May-2022,Magenche,146.58,127.76,115.72,-0.93144385,34.72470103064012
15-Apr-2022 - 14-May-2022,Kilgoris,146.42,127.59,115.56,-1.008391,34.88001
15-Apr-2022 - 14-May-2022,Malava,145.4,126.56,114.53,0.46928205,34.83442369644021
15-Apr-2022 - 14-May-2022,Lugari,145.79,126.95,114.92,0.6178522,34.8998158596182
15-Apr-2022 - 14-May-2022,Rodi Kopany,145.91,127.08,115.05,-0.6247428,34.5014882
15-Apr-2022 - 14-May-2022,Ndhiwa,146.18,127.36,115.32,-0.7129547,34.38666232304708
15-Apr-2022 - 14-May-2022,Rangwe,145.9,127.07,115.04,-0.56041705,34.58311439245922
15-Apr-2022 - 14-May-2022,Sindo,145.91,127.08,115.05,-0.5403063,34.1646971
15-Apr-2022 - 14-May-2022,Awasi,145.0,126.16,114.13,-0.160583,35.073504
15-Apr-2022 - 14-May-2022,Ahero,145.03,126.2,114.16,-0.186955,36.12033
15-Apr-2022 - 14-May-2022,Ugunja,145.46,126.63,114.6,0.2036388,34.340320229418694
15-Apr-2022 - 14-May-2022,Asembo,145.12,126.28,114.25,-0.183341,34.3857105
15-Apr-2022 - 14-May-2022,Usenge,145.59,126.76,114.72,-0.0670539,34.0565093
15-Apr-2022 - 14-May-2022,Harambee,145.07,126.25,114.21,-1.2809695,36.8722481
15-Apr-2022 - 14-May-2022,Muhuru Bay,146.84,128.02,115.98,-1.01926345,34.0832622028301
15-Apr-2022 - 14-May-2022,Kehancha,147.08,128.25,116.21,-1.1932593,34.6200103
15-Apr-2022 - 14-May-2022,Ntimaru,147.38,128.56,116.52,-1.3349223,34.6908251
15-Apr-2022 - 14-May-2022,Rongo,146.16,127.33,115.3,-0.81936725,34.598513955633905
15-Apr-2022 - 14-May-2022,Chwele,146.07,127.24,115.2,0.737102,34.5798327
15-Apr-2022 - 14-May-2022,Kimilili,145.99,127.17,115.12,0.7852779000000001,34.728181000000006
15-Apr-2022 - 14-May-2022,Nambale,145.9,127.07,115.04,0.50283235,34.35821692247259
15-Apr-2022 - 14-May-2022,Funyula,145.76,126.93,114.89,0.2805125,34.1196811
15-Apr-2022 - 14-May-2022,Ogembo,146.07,127.24,115.2,-0.799565,34.725029
15-Apr-2022 - 14-May-2022,Nyangusu,146.33,127.5,115.46,-0.9331069,34.8432883
15-Apr-2022 - 14-May-2022,Sengera,146.25,127.42,115.38,-0.8556582,34.71132247284744
15-Apr-2022 - 14-May-2022,Kiambu,145.98,127.14,115.11,-1.0363950499999999,36.843131163110776
15-Apr-2022 - 14-May-2022,Marani,145.68,126.85,114.81,-0.5661617999999999,34.81321148475658
15-Apr-2022 - 14-May-2022,Ikonge,145.4,126.56,114.53,-0.5333,35.0166
15-Apr-2022 - 14-May-2022,Nyansiongo,145.8,126.97,114.93,-0.7636602,35.0008202
15-May-2022 - 14-Jun-2022,Mombasa,147.86,128.76,116.69000000000001,-4.05052,39.667169
15-May-2022 - 14-Jun-2022,Kilifi,148.57,129.47,117.41000000000001,-3.15073925,39.67507159193717
15-May-2022 - 14-Jun-2022,Likoni,148.22,129.11,117.05000000000001,-4.1027192,39.64540380366174
15-May-2022 - 14-Jun-2022,Kwale,148.22,129.11,117.05000000000001,-4.1836067,39.105094975232994
15-May-2022 - 14-Jun-2022,Malindi,148.78,129.67000000000002,117.61,-3.2165987,40.1165933
15-May-2022 - 14-Jun-2022,Lungalunga,148.93,129.83,117.76,-1.3113519500000002,36.873488656395146
15-May-2022 - 14-Jun-2022,Voi,149.34,130.24,118.17,-3.5592753000000004,38.80360488752321
15-May-2022 - 14-Jun-2022,Taveta,150.75,131.64,119.58000000000001,-3.559095,37.945535980061464
15-May-2022 - 14-Jun-2022,Lamu,151.16,132.06,120,-2.2675396,40.9010641
15-May-2022 - 14-Jun-2022,Hola,151.45000000000002,132.34,120.28,-1.4976808,40.034911
15-May-2022 - 14-Jun-2022,Mpeketoni,151.16,132.06,120,-2.389659,40.698723
15-May-2022 - 14-Jun-2022,Minjila,150.13,131.02,118.96000000000001,-2.3166,40.1166
15-May-2022 - 14-Jun-2022,Garsen,150.22,131.11,119.05000000000001,-2.43995435,39.21178076214538
15-May-2022 - 14-Jun-2022,Samburu,148.16,129.06,117,1.5394463,36.94216599162042
15-May-2022 - 14-Jun-2022,Taru,148.34,129.24,117.18,-3.7333,39.15
15-May-2022 - 14-Jun-2022,Mwatate,149.68,130.57,118.51,-3.70512455,38.28691682315505
15-May-2022 - 14-Jun-2022,Kaloleni,148.01000000000002,128.92000000000002,116.85000000000001,-3.7780828,39.539414438587
15-May-2022 - 14-Jun-2022,Marereni,149.44,130.34,118.27000000000001,-2.8003895,40.1479511
15-May-2022 - 14-Jun-2022,Nairobi,150.12,131,118.94000000000001,-1.3026148499999999,36.82884201813725
15-May-2022 - 14-Jun-2022,Thika,150.12,131.01,118.94000000000001,-1.036648,37.077523
15-May-2022 - 14-Jun-2022,Machakos,150.36,131.24,119.18,-1.27900465,37.39526976452546
15-May-2022 - 14-Jun-2022,Kajiado,150.54,131.42000000000002,119.36,-2.12171705,36.78625503675998
15-May-2022 - 14-Jun-2022,Makuyu,150.41,131.29000000000002,119.23,-0.900584,37.186523
15-May-2022 - 14-Jun-2022,Muranga,150.64000000000001,131.52,119.46000000000001,-0.83170875,37.00492162779861
15-May-2022 - 14-Jun-2022,Sagana,150.85,131.75,119.68,-0.666531,37.208151
15-May-2022 - 14-Jun-2022,Embu,151.22,132.10000000000002,120.04,-0.5359479,37.6652884382665
15-May-2022 - 14-Jun-2022,Kerugoya,151.14000000000001,132.03,119.97,-0.49633,37.278584
15-May-2022 - 14-Jun-2022,Narok,151.5,132.4,120.33000000000001,-1.2779365500000002,35.47742284932569
15-May-2022 - 14-Jun-2022,Nyeri,151.49,132.37,120.31,-0.4192962,36.9517005
15-May-2022 - 14-Jun-2022,Namanga,151.66,132.55,120.48,-2.5480008,36.7926632
15-May-2022 - 14-Jun-2022,Kiganjo,151.46,132.34,120.28,-0.39311,37.001968
15-May-2022 - 14-Jun-2022,Chuka,151.75,132.63,120.57000000000001,-0.2252218,37.4232635023588
15-May-2022 - 14-Jun-2022,Kitui,151.65,132.54000000000002,120.47,-1.5642219499999999,38.372811618864006
15-May-2022 - 14-Jun-2022,Mwingi,152.03,132.93,120.86,-0.9333,38.0666
15-May-2022 - 14-Jun-2022,Nanyuki,152.05,132.94,120.87,0.01403,37.074632
15-May-2022 - 14-Jun-2022,Nkubu,153.01000000000002,133.91,121.84,-0.0662965,37.6642253
15-May-2022 - 14-Jun-2022,Mtito Andei,152.55,133.44,121.38000000000001,-2.6893166,38.1682147
15-May-2022 - 14-Jun-2022,Meru,153.21,134.1,122.04,0.0499786,37.6500063
15-May-2022 - 14-Jun-2022,Isiolo,153.07,133.96,121.89,1.0060600499999999,38.74789538540634
15-May-2022 - 14-Jun-2022,Maua,153.66,134.56,122.49000000000001,0.232643,37.938023
15-May-2022 - 14-Jun-2022,Garissa,154.29,135.17,123.11,-0.52363325,40.35640534962073
15-May-2022 - 14-Jun-2022,Marsabit,157.97,138.85,126.79,2.85795825,37.715489185900395
15-May-2022 - 14-Jun-2022,Liboi,157.05,137.94,125.87,0.4002038,40.9520422
15-May-2022 - 14-Jun-2022,Moyale,159.55,140.44,128.37,2.86885305,38.83203237871054
15-May-2022 - 14-Jun-2022,Sololo,158.61,139.49,127.43,3.562807,38.6436056
15-May-2022 - 14-Jun-2022,Habaswein,156.98000000000002,137.85999999999999,125.80000000000001,1.0162202,39.4928911
15-May-2022 - 14-Jun-2022,Dadaab,155.67000000000002,136.55,124.49000000000001,0.09486810000000001,40.281396194924355
15-May-2022 - 14-Jun-2022,Tarbaj,159.22,140.12,128.04000000000002,2.46592945,40.18956296029775
15-May-2022 - 14-Jun-2022,Elwak,160.83,141.72,129.65,2.92581015,41.01969295420204
15-May-2022 - 14-Jun-2022,Wajir,159.38,140.27,128.21,1.9394402,40.02473595061957
15-May-2022 - 14-Jun-2022,Modogashe,157.12,138,125.94000000000001,-0.3790417,39.712312
15-May-2022 - 14-Jun-2022,Mandera,163.15,144.05,131.98000000000002,3.2285332,40.705615316515406
15-May-2022 - 14-Jun-2022,Matuu,151.02,131.9,119.84,-1.1438281,37.5484852
15-May-2022 - 14-Jun-2022,Merti,155.46,136.35,124.29,1.44044725,38.73005871082873
15-May-2022 - 14-Jun-2022,Oldonyiro,152.47,133.36,121.29,0.62422,36.983167
15-May-2022 - 14-Jun-2022,Eldas,161.16,142.04,129.98000000000002,2.19268595,39.74563189882936
15-May-2022 - 14-Jun-2022,Bute,158.19,139.08,127.02000000000001,3.3571847,39.4202473
15-May-2022 - 14-Jun-2022,Hadado,156.78,137.67,125.60000000000001,1.5294595,39.4255001
15-May-2022 - 14-Jun-2022,Mai Mahiu,150.24,131.12,119.06,-0.9827242,36.5856896
15-May-2022 - 14-Jun-2022,Lamuria,151.93,132.82,120.75,-0.1833,36.8666
15-May-2022 - 14-Jun-2022,Rumuruti,152.63,133.52,121.46000000000001,-0.5279001,36.3631354
15-May-2022 - 14-Jun-2022,Sipili,152.8,133.68,121.62,0.4067083,36.37852
15-May-2022 - 14-Jun-2022,Marimanti,152.42000000000002,133.31,121.25,-0.1750842,37.97798143246813
15-May-2022 - 14-Jun-2022,North Horr,158.93,139.82,127.75,3.1070301000000002,37.69527558861103
15-May-2022 - 14-Jun-2022,Maikona,157.55,138.43,126.37,2.9232961,37.6344249
15-May-2022 - 14-Jun-2022,Kalacha,158.09,138.97,126.91000000000001,3.1296333,37.4272629
15-May-2022 - 14-Jun-2022,Turbi,157.96,138.84,126.78,3.3002206,38.3768445
15-May-2022 - 14-Jun-2022,Laisamis,155.16,136.06,123.98,2.3437975,37.29645622481332
15-May-2022 - 14-Jun-2022,Merille,154.87,135.75,123.69000000000001,1.4156821,37.722486
15-May-2022 - 14-Jun-2022,Korr,156.11,137,124.93,2.0039521,37.4996353
15-May-2022 - 14-Jun-2022,Nakuru,149.64000000000001,130.83,118.79,-0.2802724,36.0712048
15-May-2022 - 14-Jun-2022,Gilgil,149.61,130.79000000000002,118.76,-0.54143035,36.23616458551074
15-May-2022 - 14-Jun-2022,Mogotio,149.6,130.78,118.74000000000001,0.16322755,35.94667690937922
15-May-2022 - 14-Jun-2022,Molo,149.69,130.86,118.83000000000001,-0.35471985,35.79163929322296
15-May-2022 - 14-Jun-2022,Olenguruone,150.39000000000001,131.56,119.53,-0.0769487,35.6710647
15-May-2022 - 14-Jun-2022,Londiani,149.9,131.09,119.05000000000001,-0.1673204,35.5914203
15-May-2022 - 14-Jun-2022,Nyahururu,149.89000000000001,131.08,119.04,0.0333,36.3666
15-May-2022 - 14-Jun-2022,Archers Post,152.88,134.06,122.03,0.638492,37.66707
15-May-2022 - 14-Jun-2022,Lodosoit,153.98000000000002,135.16,123.13000000000001,1.35,37.5666
15-May-2022 - 14-Jun-2022,Naivasha,149.97,131.15,119.11,-0.8870395,36.36487730618629
15-May-2022 - 14-Jun-2022,Marigat,150.38,131.55,119.51,0.43855299999999997,36.03507458130635
15-May-2022 - 14-Jun-2022,Kabarnet ,150.86,132.04000000000002,120.01,0.496524,35.743139
15-May-2022 - 14-Jun-2022,Maralal,151.95000000000002,133.13,121.10000000000001,1.1,36.7
15-May-2022 - 14-Jun-2022,Wamba,152.79,133.97,121.93,0.9808208,37.32265027288058
15-May-2022 - 14-Jun-2022,Eldoret,150.53,131.72,119.67,0.5198329,35.2715481
15-May-2022 - 14-Jun-2022,Kiplombe,150.53,131.72,119.67,0.60259065,35.23449640623591
15-May-2022 - 14-Jun-2022,Iten,150.53,131.72,119.67,0.6730702,35.5102633
15-May-2022 - 14-Jun-2022,Naiberi,150.53,131.72,119.67,0.45874755,35.39721440655103
15-May-2022 - 14-Jun-2022,Kesses,150.53,131.72,119.67,0.25966,35.34588313919592
15-May-2022 - 14-Jun-2022,Kapsabet,150.54,131.74,119.68,0.2004978,35.1011501
15-May-2022 - 14-Jun-2022,Webuye,150.95000000000002,132.15,120.10000000000001,0.607628,34.7687756
15-May-2022 - 14-Jun-2022,Kitale,150.89000000000001,132.08,120.03,1.018076,35.000236
15-May-2022 - 14-Jun-2022,Kapenguria ,151.52,132.72,120.67,1.2522515,35.0909919
15-May-2022 - 14-Jun-2022,Bungoma,151.3,132.48000000000002,120.44000000000001,0.78292445,34.71916810731902
15-May-2022 - 14-Jun-2022,Moiben,150.54,131.74,119.68,0.72163215,35.399004662950034
15-May-2022 - 14-Jun-2022,Matunda,150.52,131.7,119.66000000000001,0.82795955,35.12127738390197
15-May-2022 - 14-Jun-2022,Tambach,150.57,131.76,119.71000000000001,0.5923883,35.5221516
15-May-2022 - 14-Jun-2022,Kapsowar,151.04,132.22,120.18,0.980103,35.56027
15-May-2022 - 14-Jun-2022,Chebara,150.92000000000002,132.10000000000002,120.06,0.8833,35.5
15-May-2022 - 14-Jun-2022,Kimwarer,150.84,132.03,119.99000000000001,0.319932,35.635612
15-May-2022 - 14-Jun-2022,Timboroa,150.77,131.95,119.9,0.0629624,35.5467063
15-May-2022 - 14-Jun-2022,Nandi Hills,150.72,131.91000000000003,119.87,0.11723465,35.244316666676795
15-May-2022 - 14-Jun-2022,Kaiboi,150.58,131.77,119.73,0.412863,35.02050480462192
15-May-2022 - 14-Jun-2022,Kiminini,151.07,132.27,120.21000000000001,0.9329072,34.99373851896404
15-May-2022 - 14-Jun-2022,Endebess,151.43,132.61,120.57000000000001,1.1453869,34.72052334810487
15-May-2022 - 14-Jun-2022,Saboti,151.1,132.29000000000002,120.25,0.9476378999999999,34.81840333092221
15-May-2022 - 14-Jun-2022,Chepareria,151.73000000000002,132.93,120.87,1.316616,35.2
15-May-2022 - 14-Jun-2022,Lomut,153.35,134.53,122.49000000000001,1.400565,35.568274
15-May-2022 - 14-Jun-2022,Burgich,152.15,133.34,121.29,1.9666132,35.0833596
15-May-2022 - 14-Jun-2022,Sigor,152.28,133.47,121.42,1.4824763,35.4706941
15-May-2022 - 14-Jun-2022,Lodwar,154.71,135.9,123.85000000000001,3.1165858,35.6022943
15-May-2022 - 14-Jun-2022,Kakuma,156.3,137.49,125.44000000000001,3.7472506,34.8289126
15-May-2022 - 14-Jun-2022,Lokichar,153.71,134.9,122.85000000000001,2.376658,35.645987
15-May-2022 - 14-Jun-2022,Kalokol,155.47,136.66,124.61,3.5327417,35.8570234
15-May-2022 - 14-Jun-2022,Lokori,154.07,135.27,123.22,1.9517712,36.0288765
15-May-2022 - 14-Jun-2022,Lokitaung,158.35,139.55,127.49000000000001,4.2691168,35.7522638
15-May-2022 - 14-Jun-2022,Kapedo,153.35,134.53,122.49000000000001,-0.5709202,36.2097822
15-May-2022 - 14-Jun-2022,Malaba,151.70000000000002,132.88,120.84,0.632706,34.269398
15-May-2022 - 14-Jun-2022,Lokichogio,157.48000000000002,138.68,126.63000000000001,4.2050673,34.3600434
15-May-2022 - 14-Jun-2022,Ziwa,150.72,131.91000000000003,119.87,-4.0236838,39.71686906744931
15-May-2022 - 14-Jun-2022,Soy,150.53,131.72,119.67,0.7600378000000001,35.22110468263003
15-May-2022 - 14-Jun-2022,Moi's Bridge,150.59,131.78,119.74000000000001,0.87599,35.120005
15-May-2022 - 14-Jun-2022,Turbo,150.48000000000002,131.67000000000002,119.62,0.5975132000000001,35.098474606593726
15-May-2022 - 14-Jun-2022,Kibish,158.59,139.77,127.73,4.1987166,34.4880729
15-May-2022 - 14-Jun-2022,Loima,153.82,135.02,122.97,-0.301475,36.0736215
15-May-2022 - 14-Jun-2022,Lokiriama,155.39000000000001,136.59,124.53,3.520468,34.818915
15-May-2022 - 14-Jun-2022,Kainuk,152.6,133.79,121.74000000000001,1.7746429,35.5030247
15-May-2022 - 14-Jun-2022,Kacheliba,151.92000000000002,133.12,121.07000000000001,1.4825513,35.0110798
15-May-2022 - 14-Jun-2022,Kiwawa,152.54,133.72,121.68,2.01645,35.02629
15-May-2022 - 14-Jun-2022,Ortum,152.12,133.31,121.26,1.44038,35.35629
15-May-2022 - 14-Jun-2022,Kachibora,150.92000000000002,132.10000000000002,120.06,0.9835852,35.2233351
15-May-2022 - 14-Jun-2022,Kwanza,151.63,132.82,120.78,1.13731975,34.98917060972386
15-May-2022 - 14-Jun-2022,Kaplamai,150.94,132.14,120.08000000000001,1.0221061,35.1220277
15-May-2022 - 14-Jun-2022,Eldama Ravine,151.36,132.55,120.51,-0.019849650000000003,35.733089748590004
15-May-2022 - 14-Jun-2022,Tenges,151.5,132.69,120.65,0.3102903,35.801198
15-May-2022 - 14-Jun-2022,Barwessa,151.62,132.81,120.75,0.7283898,35.715813013817346
15-May-2022 - 14-Jun-2022,Kipsaraman,152.52,133.71,121.66000000000001,0.7434383,35.8365141
15-May-2022 - 14-Jun-2022,Loruk,152.39000000000001,133.58,121.53,0.712903,36.031113
15-May-2022 - 14-Jun-2022,Kabartonjo,151.36,132.55,120.51,0.6301913,35.7957509
15-May-2022 - 14-Jun-2022,Tinderet,151.43,132.61,120.57000000000001,-0.018253600000000002,35.26542912550388
15-May-2022 - 14-Jun-2022,O'lessos,150.59,131.78,119.74000000000001,0.2157555,35.3002342
15-May-2022 - 14-Jun-2022,Kobujoi,150.99,132.19,120.14,0.0613017,34.9784593
15-May-2022 - 14-Jun-2022,Serem,151.07,132.27,120.21000000000001,0.0779324,34.8555317
15-May-2022 - 14-Jun-2022,Kabiyet,150.53,131.72,119.67,0.4,35.0833
15-May-2022 - 14-Jun-2022,Cheptulu,150.95000000000002,132.15,120.10000000000001,0.1295128,34.8645972
15-May-2022 - 14-Jun-2022,Kapcherop,151.13,132.33,120.28,1.0393684,35.3210804
15-May-2022 - 14-Jun-2022,Arror,151.47,132.67000000000002,120.61,0.9552611,35.6117425
15-May-2022 - 14-Jun-2022,Tot,151.68,132.87,120.82000000000001,1.2038986,35.6575054
15-May-2022 - 14-Jun-2022,Kaptarakwa,150.72,131.91000000000003,119.87,0.4666,35.5333
15-May-2022 - 14-Jun-2022,Kapese,153.67000000000002,134.85999999999999,122.82000000000001,2.3685347500000002,35.716532212964935
15-May-2022 - 14-Jun-2022,Kalemngorok,153.07,134.25,122.21000000000001,2.1362715,35.4972562
15-May-2022 - 14-Jun-2022,Marich,152.04,133.24,121.19000000000001,1.5449,35.45631
15-May-2022 - 14-Jun-2022,Alale,152.54,133.72,121.68,2.2710437,35.0078072
15-May-2022 - 14-Jun-2022,Kunyao,152.19,133.39,121.34,1.7833,35.05
15-May-2022 - 14-Jun-2022,Orolwo,151.82,133.01,120.97,1.59445,34.99158
15-May-2022 - 14-Jun-2022,Sebit,151.77,132.96,120.92,1.3944978,35.3379062
15-May-2022 - 14-Jun-2022,Morpus,151.68,132.87,120.82000000000001,1.38982,35.27388
15-May-2022 - 14-Jun-2022,Kaibichbich,151.51000000000002,132.7,120.66000000000001,1.16989,35.32389
15-May-2022 - 14-Jun-2022,Keringet,151.24,132.43,120.39,-0.4272124,35.689954
15-May-2022 - 14-Jun-2022,Kisumu,150.53,131.7,119.66000000000001,-0.1029109,34.7541761
15-May-2022 - 14-Jun-2022,Sondu,150.64000000000001,131.8,119.77000000000001,-0.4616812,35.125814
15-May-2022 - 14-Jun-2022,Oyugis,151.11,132.29000000000002,120.25,-0.509908,34.734576
15-May-2022 - 14-Jun-2022,Kakamega,150.58,131.75,119.72,0.4957104,34.801548861634615
15-May-2022 - 14-Jun-2022,Mumias,150.86,132.03,119.99000000000001,0.3361103,34.4895368
15-May-2022 - 14-Jun-2022,Bondo,150.75,131.91000000000003,119.88000000000001,-0.10061809999999999,34.22530233497095
15-May-2022 - 14-Jun-2022,Siaya,150.86,132.04000000000002,120,-0.06040135,34.200135009996295
15-May-2022 - 14-Jun-2022,Kericho,151.05,132.21,120.17,-0.3666,35.2833
15-May-2022 - 14-Jun-2022,Nyamira,151.1,132.28,120.24000000000001,-0.65179075,34.9341669745598
15-May-2022 - 14-Jun-2022,Kisii,151.41,132.58,120.55000000000001,-0.73894255,34.75398551201732
15-May-2022 - 14-Jun-2022,Sotik,151.24,132.42000000000002,120.38000000000001,-0.76756355,35.145247266937886
15-May-2022 - 14-Jun-2022,Keroka,151.43,132.60000000000002,120.56,-0.4853057,36.0526532
15-May-2022 - 14-Jun-2022,Busia,151.4,132.57,120.54,0.3712048,34.26479520608315
15-May-2022 - 14-Jun-2022,Homabay,151.35,132.52,120.48,-0.6946322,34.5457839
15-May-2022 - 14-Jun-2022,Migori,152.20000000000002,133.37,121.34,-1.0211616000000001,34.30964322421073
15-May-2022 - 14-Jun-2022,Isebania,152.48000000000002,133.66,121.62,-1.2376692,34.480132858535335
15-May-2022 - 14-Jun-2022,Bomet,151.64000000000001,132.82,120.78,-0.7196054000000001,35.239962497045674
15-May-2022 - 14-Jun-2022,Muhoroni,150.77,131.93,119.9,-0.1272987,35.079651915343035
15-May-2022 - 14-Jun-2022,Mbita,151.34,132.5,120.47,-0.4997824,34.31430780354924
15-May-2022 - 14-Jun-2022,Mbale,150.53,131.7,119.66000000000001,0.083501,34.7203265
15-May-2022 - 14-Jun-2022,Etago,151.99,133.15,121.12,-0.90476845,34.65297690573618
15-May-2022 - 14-Jun-2022,Magenche,152.08,133.26,121.22,-0.93144385,34.72470103064012
15-May-2022 - 14-Jun-2022,Kilgoris,151.92000000000002,133.09,121.06,-1.008391,34.88001
15-May-2022 - 14-Jun-2022,Malava,150.9,132.06,120.03,0.46928205,34.83442369644021
15-May-2022 - 14-Jun-2022,Lugari,151.29,132.45,120.42,0.6178522,34.8998158596182
15-May-2022 - 14-Jun-2022,Rodi Kopany,151.41,132.58,120.55000000000001,-0.6247428,34.5014882
15-May-2022 - 14-Jun-2022,Ndhiwa,151.68,132.86,120.82000000000001,-0.7129547,34.38666232304708
15-May-2022 - 14-Jun-2022,Rangwe,151.4,132.57,120.54,-0.56041705,34.58311439245922
15-May-2022 - 14-Jun-2022,Sindo,151.41,132.58,120.55000000000001,-0.5403063,34.1646971
15-May-2022 - 14-Jun-2022,Awasi,150.5,131.66000000000003,119.63000000000001,-0.160583,35.073504
15-May-2022 - 14-Jun-2022,Ahero,150.53,131.7,119.66000000000001,-0.186955,36.12033
15-May-2022 - 14-Jun-2022,Ugunja,150.96,132.13,120.10000000000001,0.2036388,34.340320229418694
15-May-2022 - 14-Jun-2022,Asembo,150.62,131.78,119.75,-0.183341,34.3857105
15-May-2022 - 14-Jun-2022,Usenge,151.09,132.26,120.22,-0.0670539,34.0565093
15-May-2022 - 14-Jun-2022,Harambee,150.57,131.75,119.71000000000001,-1.2809695,36.8722481
